Row ID,Issue shape,Persona,Expected value (ground truth),Round1 reply,Round2 reply,Round3 reply,Resolution round,Final workflow status
R008988,blank,slow-partial,Laboratory analysis,"Working on gathering this, will confirm shortly.",Laboratory analysis,,2,Closed
R008990,vague-freetext,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R008991,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R008992,stale,slow-partial,Yes,Yes,Yes,,2,Closed
R008993,placeholder,slow-partial,Not Compliant,N/A,Not Compliant,,2,Closed
R008997,stale,slow-partial,"Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.","Confirmed per supplier declaration for please list all included phthalates except those which are mentioned in annex xvii reach (entry 51) with their cas numbers and concentrations:, evidence on file.",,2,Closed
R009002,stale,slow-partial,Yes,Yes,Yes,,2,Closed
R009012,wrong-format,slow-partial,"Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.",123,"Confirmed per supplier declaration for if yes, which particle size?
please list the particle size of the nano substance:, evidence on file.",,2,Closed
R009013,vague-freetext,slow-partial,Supplier declaration,"Yes, compliant.",Supplier declaration,,2,Closed
R009021,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009022,vague-freetext,slow-partial,Material declaration,"Yes, compliant.",Material declaration,,2,Closed
R009026,wrong-option,slow-partial,Presumption (without evidence),Unknown / not specified,Presumption (without evidence),,2,Closed
R009028,stale,slow-partial,This product does not contain any GADSL listet substances,This product does not contain any GADSL listet substances,This product does not contain any GADSL listet substances,,2,Closed
R009031,wrong-format,slow-partial,Not Compliant,"yes, see attachment",Not Compliant,,2,Closed
R009032,vague-freetext,slow-partial,It cannot be excluded that these products may contain cancer-causing chemicals or that the chemicals contained could cause birth defects or reproductive damage.,"Yes, compliant.",It cannot be excluded that these products may contain cancer-causing chemicals or that the chemicals contained could cause birth defects or reproductive damage.,,2,Closed
R009033,wrong-format,slow-partial,Presumption (without evidence),"yes, see attachment",Presumption (without evidence),,2,Closed
R009034,stale,slow-partial,No,No,No,,2,Closed
R009036,blank,slow-partial,Material declaration,"Working on gathering this, will confirm shortly.",Material declaration,,2,Closed
R009038,vague-freetext,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R009048,placeholder,slow-partial,Supplier declaration and material declaration,pending,Supplier declaration and material declaration,,2,Closed
R009053,blank,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009054,wrong-option,slow-partial,Material declaration,Unknown / not specified,Material declaration,,2,Closed
R009056,placeholder,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",pending,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009058,placeholder,slow-partial,Not Compliant,TBD,Not Compliant,,2,Closed
R009060,blank,slow-partial,Material declaration,"Working on gathering this, will confirm shortly.",Material declaration,,2,Closed
R009062,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009064,wrong-option,slow-partial,Not Compliant,Unknown / not specified,Not Compliant,,2,Closed
R009066,blank,slow-partial,Supplier declaration and material declaration,"Working on gathering this, will confirm shortly.",Supplier declaration and material declaration,,2,Closed
R009068,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009072,stale,slow-partial,Presumption (without evidence),Presumption (without evidence),Presumption (without evidence),,2,Closed
R009076,blank,slow-partial,Exempt,"Working on gathering this, will confirm shortly.",Exempt,,2,Closed
R009080,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009082,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R009084,blank,slow-partial,Supplier declaration and laboratory analysis,"Working on gathering this, will confirm shortly.",Supplier declaration and laboratory analysis,,2,Closed
R009101,stale,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R009102,blank,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009105,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",N/A,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R009106,wrong-option,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009107,wrong-option,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009111,blank,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009112,vague-freetext,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Yes, compliant.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009115,wrong-format,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",123,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009116,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009121,wrong-format,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",123,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R009123,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009124,blank,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009126,wrong-option,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009127,wrong-format,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",123,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009131,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009132,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",123,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009133,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009135,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009137,placeholder,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",TBD,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009139,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009140,stale,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.","Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009144,blank,slow-partial,See attached documentation,"Working on gathering this, will confirm shortly.",See attached documentation,,2,Closed
R009148,wrong-option,slow-partial,Presumption (without evidence),Unknown / not specified,Presumption (without evidence),,2,Closed
R009149,stale,slow-partial,Exempt,Exempt,Exempt,,2,Closed
R009151,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",pending,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009158,wrong-format,slow-partial,Material declaration and laboratory ananlysis,"yes, see attachment",Material declaration and laboratory ananlysis,,2,Closed
R009161,wrong-option,slow-partial,Supplier declaration and material declaration,Unknown / not specified,Supplier declaration and material declaration,,2,Closed
R009163,stale,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009164,blank,slow-partial,Material declaration and laboratory ananlysis,"Working on gathering this, will confirm shortly.",Material declaration and laboratory ananlysis,,2,Closed
R009173,vague-freetext,slow-partial,Supplier declaration and laboratory analysis,"Yes, compliant.",Supplier declaration and laboratory analysis,,2,Closed
R009175,stale,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009177,wrong-option,slow-partial,Complaint,Unknown / not specified,Complaint,,2,Closed
R009178,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009182,stale,slow-partial,Supplier declaration and material declaration,Supplier declaration and material declaration,Supplier declaration and material declaration,,2,Closed
R009188,wrong-format,slow-partial,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",123,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,2,Closed
R009192,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R009196,wrong-option,slow-partial,Yes,Unknown / not specified,Yes,,2,Closed
R009198,wrong-option,slow-partial,Supplier declaration,Unknown / not specified,Supplier declaration,,2,Closed
R009201,blank,slow-partial,Presumption (without evidence),"Working on gathering this, will confirm shortly.",Presumption (without evidence),,2,Closed
R009208,blank,slow-partial,No,"Working on gathering this, will confirm shortly.",No,,2,Closed
R009209,wrong-option,slow-partial,"Confirmed per supplier declaration for if it is a biocidal product in which country has this product been registered or authorized for which product type?
list of registered countries and product type:, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for if it is a biocidal product in which country has this product been registered or authorized for which product type?
list of registered countries and product type:, evidence on file.",,2,Closed
R009210,blank,slow-partial,Supplier declaration and material declaration,"Working on gathering this, will confirm shortly.",Supplier declaration and material declaration,,2,Closed
R009212,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",pending,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009215,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",pending,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009217,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R009218,wrong-option,slow-partial,"Intentionally added Minerals, which are subject under the term ""responsible sourcing"", are (partly) extracted from non-conformant and/or active smelters",Unknown / not specified,"Intentionally added Minerals, which are subject under the term ""responsible sourcing"", are (partly) extracted from non-conformant and/or active smelters",,2,Closed
R009219,blank,slow-partial,See attached documentation,"Working on gathering this, will confirm shortly.",See attached documentation,,2,Closed
R009221,stale,slow-partial,Not intentionally added,Not intentionally added,Not intentionally added,,2,Closed
R009225,wrong-format,slow-partial,Complaint,"yes, see attachment",Complaint,,2,Closed
R009227,vague-freetext,slow-partial,Material declaration,"Yes, compliant.",Material declaration,,2,Closed
R009228,vague-freetext,slow-partial,Yes,"Yes, compliant.",Yes,,2,Closed
R009230,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R009232,wrong-option,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R009237,blank,slow-partial,Not Listed,"Working on gathering this, will confirm shortly.",Not Listed,,2,Closed
R009238,wrong-option,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R009239,placeholder,slow-partial,Supplier declaration and material declaration,tbc,Supplier declaration and material declaration,,2,Closed
R009240,vague-freetext,slow-partial,Yes,"Yes, compliant.",Yes,,2,Closed
R009242,vague-freetext,slow-partial,Laboratory analysis,"Yes, compliant.",Laboratory analysis,,2,Closed
R009246,vague-freetext,slow-partial,Exempt,"Yes, compliant.",Exempt,,2,Closed
R009248,vague-freetext,slow-partial,Laboratory analysis,"Yes, compliant.",Laboratory analysis,,2,Closed
R009250,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009251,stale,slow-partial,Supplier declaration and material declaration,Supplier declaration and material declaration,Supplier declaration and material declaration,,2,Closed
R009254,wrong-option,slow-partial,Supplier declaration,Unknown / not specified,Supplier declaration,,2,Closed
R009258,stale,slow-partial,Not Compliant,Not Compliant,Not Compliant,,2,Closed
R009262,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009268,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009277,placeholder,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",TBD,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009279,blank,slow-partial,Exempt,"Working on gathering this, will confirm shortly.",Exempt,,2,Closed
R009281,wrong-option,slow-partial,Laboratory analysis,Unknown / not specified,Laboratory analysis,,2,Closed
R009284,placeholder,slow-partial,Laboratory analysis,tbc,Laboratory analysis,,2,Closed
R009291,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R009297,wrong-option,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009308,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009310,placeholder,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",TBD,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009320,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",123,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009321,placeholder,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.",pending,"Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009322,vague-freetext,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Yes, compliant.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009325,wrong-option,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
R009328,placeholder,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",N/A,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009332,placeholder,slow-partial,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",TBD,"Confirmed per supplier declaration for additional information
source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., iscc, mass balanced), measuring method, etc., evidence on file.",,2,Closed
R009341,blank,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009344,placeholder,slow-partial,Not all or no substances manufactured/sourced from within the EU,N/A,Not all or no substances manufactured/sourced from within the EU,,2,Closed
R009346,wrong-option,slow-partial,Supplier declaration,Unknown / not specified,Supplier declaration,,2,Closed
R009355,wrong-format,slow-partial,Material declaration and laboratory ananlysis,"yes, see attachment",Material declaration and laboratory ananlysis,,2,Closed
R009356,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R009360,stale,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.","Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009363,wrong-option,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009365,placeholder,slow-partial,Exempt,tbc,Exempt,,2,Closed
R009367,vague-freetext,slow-partial,Supplier declaration and laboratory analysis,"Yes, compliant.",Supplier declaration and laboratory analysis,,2,Closed
R009368,placeholder,slow-partial,Complaint,TBD,Complaint,,2,Closed
R009370,vague-freetext,slow-partial,Supplier declaration,"Yes, compliant.",Supplier declaration,,2,Closed
R009379,wrong-option,slow-partial,Supplier declaration and material declaration,Unknown / not specified,Supplier declaration and material declaration,,2,Closed
R009381,blank,slow-partial,Not Compliant,"Working on gathering this, will confirm shortly.",Not Compliant,,2,Closed
R009382,wrong-option,slow-partial,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for please list all included substances of animal origin or ethanol with their cas numbers and concentrations:, evidence on file.",,2,Closed
R009384,vague-freetext,slow-partial,No,"Yes, compliant.",No,,2,Closed
R009390,wrong-option,slow-partial,Yes,Unknown / not specified,Yes,,2,Closed
R009394,wrong-option,slow-partial,"Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for please list all included silicone compounds with their cas numbers and concentrations:, evidence on file.",,2,Closed
R009397,placeholder,slow-partial,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",tbc,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",,2,Closed
R009398,vague-freetext,slow-partial,Laboratory analysis,"Yes, compliant.",Laboratory analysis,,2,Closed
R009399,placeholder,slow-partial,Yes,pending,Yes,,2,Closed
R009404,wrong-format,slow-partial,Material declaration and laboratory ananlysis,"yes, see attachment",Material declaration and laboratory ananlysis,,2,Closed
R009405,wrong-format,slow-partial,Not Compliant,"yes, see attachment",Not Compliant,,2,Closed
R009407,wrong-format,slow-partial,Supplier declaration and material declaration,"yes, see attachment",Supplier declaration and material declaration,,2,Closed
R009410,wrong-format,slow-partial,Presumption (without evidence),"yes, see attachment",Presumption (without evidence),,2,Closed
R009412,wrong-option,slow-partial,"Minerals, which are subject under the term ""responsible sourcing"", are not intentionally (e.g., impurities) added",Unknown / not specified,"Minerals, which are subject under the term ""responsible sourcing"", are not intentionally (e.g., impurities) added",,2,Closed
R009414,blank,slow-partial,Supplier declaration and laboratory analysis,"Working on gathering this, will confirm shortly.",Supplier declaration and laboratory analysis,,2,Closed
R009421,blank,slow-partial,Supplier declaration and material declaration,"Working on gathering this, will confirm shortly.",Supplier declaration and material declaration,,2,Closed
R009423,blank,slow-partial,"Confirmed per supplier declaration for please list all included food allergens with their cas numbers and concentrations:, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for please list all included food allergens with their cas numbers and concentrations:, evidence on file.",,2,Closed
R009424,vague-freetext,slow-partial,Material declaration and laboratory ananlysis,"Yes, compliant.",Material declaration and laboratory ananlysis,,2,Closed
R009425,vague-freetext,slow-partial,Complaint,"Yes, compliant.",Complaint,,2,Closed
R009426,vague-freetext,slow-partial,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",,2,Closed
R009428,placeholder,slow-partial,Not Compliant,tbc,Not Compliant,,2,Closed
R009433,placeholder,slow-partial,Supplier declaration,N/A,Supplier declaration,,2,Closed
R009434,stale,slow-partial,Yes,Yes,Yes,,2,Closed
R009442,blank,slow-partial,Supplier declaration,"Working on gathering this, will confirm shortly.",Supplier declaration,,2,Closed
R009444,placeholder,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",N/A,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009445,stale,slow-partial,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,2,Closed
R009449,blank,slow-partial,Complaint,"Working on gathering this, will confirm shortly.",Complaint,,2,Closed
R009451,vague-freetext,slow-partial,Laboratory analysis,"Yes, compliant.",Laboratory analysis,,2,Closed
R009452,placeholder,slow-partial,Exempt,pending,Exempt,,2,Closed
R009455,wrong-format,slow-partial,Exempt,"yes, see attachment",Exempt,,2,Closed
R009457,blank,slow-partial,Laboratory analysis,"Working on gathering this, will confirm shortly.",Laboratory analysis,,2,Closed
R009462,wrong-option,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009469,wrong-format,slow-partial,Supplier declaration and laboratory analysis,"yes, see attachment",Supplier declaration and laboratory analysis,,2,Closed
R009472,wrong-option,slow-partial,Supplier declaration,Unknown / not specified,Supplier declaration,,2,Closed
R009473,vague-freetext,slow-partial,Not Compliant,"Yes, compliant.",Not Compliant,,2,Closed
R009474,blank,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009475,stale,slow-partial,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,Material declaration and laboratory ananlysis,,2,Closed
R009476,wrong-option,slow-partial,Not Compliant,Unknown / not specified,Not Compliant,,2,Closed
R009477,stale,slow-partial,"Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.","Confirmed per supplier declaration for substance, evidence on file.",,2,Closed
R009479,stale,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009480,vague-freetext,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Yes, compliant.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009481,wrong-format,slow-partial,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",123,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",,2,Closed
R009482,wrong-format,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",123,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009496,stale,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.","Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009500,wrong-option,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009502,wrong-option,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009503,stale,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009507,vague-freetext,slow-partial,"Confirmed per supplier declaration for substance name, evidence on file.","Yes, compliant.","Confirmed per supplier declaration for substance name, evidence on file.",,2,Closed
R009510,vague-freetext,slow-partial,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.","Yes, compliant.","Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",,2,Closed
R009516,wrong-option,slow-partial,"Confirmed per supplier declaration for cas no. , evidence on file.",Unknown / not specified,"Confirmed per supplier declaration for cas no. , evidence on file.",,2,Closed
R009519,blank,slow-partial,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.","Working on gathering this, will confirm shortly.","Confirmed per supplier declaration for substance concentration (in %), evidence on file.",,2,Closed
